0,0.000000
30,0.000015
40,0.000044
45,0.000087
50,0.000150
55,0.000193
60,0.000242
65,0.000329
70,0.000837
75,0.001542
80,0.003675
85,0.007751
90,0.027605
95,0.041986
100,0.060703
105,0.091611
110,0.160186
115,0.244361
120,0.320242
125,0.388852
130,0.443298
135,0.480579
140,0.507019
145,0.526689
150,0.543356
155,0.559260
160,0.574119
165,0.592547
170,0.617048
175,0.656833
180,0.713412
185,0.769251
190,0.811498
195,0.847323
200,0.876766
205,0.897413
210,0.912325
215,0.923732
220,0.932609
225,0.939152
230,0.944035
235,0.948102
240,0.951453
245,0.954509
250,0.956849
255,0.958532
260,0.960079
265,0.961486
270,0.962714
275,0.964059
280,0.965678
285,0.967110
290,0.968618
295,0.970166
300,0.971655
305,0.973106
310,0.974687
315,0.976036
320,0.977366
325,0.978768
330,0.979822
335,0.980871
340,0.982027
345,0.983154
350,0.983942
355,0.984783
360,0.985547
365,0.986151
370,0.986737
375,0.987239
380,0.987752
385,0.988284
390,0.988835
395,0.989236
400,0.989691
405,0.990107
410,0.990445
415,0.990745
420,0.991064
425,0.991335
430,0.991567
435,0.991886
440,0.992138
445,0.992346
450,0.992602
455,0.992844
460,0.993105
465,0.993303
470,0.993472
475,0.993651
480,0.993816
485,0.993956
490,0.994159
495,0.994294
500,0.994434
505,0.994594
510,0.994831
515,0.994966
520,0.995102
525,0.995227
530,0.995358
535,0.995469
540,0.995580
545,0.995682
550,0.995784
555,0.995875
560,0.995972
565,0.996045
570,0.996137
575,0.996199
580,0.996315
585,0.996431
590,0.996499
595,0.996533
600,0.996591
605,0.996644
610,0.996678
615,0.996707
620,0.996780
625,0.996818
630,0.996881
635,0.996925
640,0.996968
645,0.997017
650,0.997079
655,0.997147
660,0.997191
665,0.997254
670,0.997316
675,0.997384
680,0.997403
685,0.997461
690,0.997505
695,0.997573
700,0.997597
705,0.997640
710,0.997708
715,0.997747
720,0.997824
725,0.997863
730,0.997897
735,0.997945
740,0.997984
745,0.998027
750,0.998066
755,0.998095
760,0.998129
765,0.998163
770,0.998211
775,0.998230
780,0.998250
785,0.998298
790,0.998327
795,0.998361
800,0.998395
805,0.998414
810,0.998448
815,0.998501
820,0.998535
825,0.998588
830,0.998627
835,0.998685
840,0.998719
845,0.998752
850,0.998781
855,0.998830
860,0.998873
865,0.998883
870,0.998902
875,0.998931
880,0.998970
885,0.999009
890,0.999023
895,0.999057
900,0.999110
905,0.999134
910,0.999154
915,0.999173
920,0.999212
925,0.999231
930,0.999284
935,0.999304
940,0.999313
945,0.999338
950,0.999352
955,0.999386
960,0.999396
965,0.999405
970,0.999415
975,0.999449
980,0.999454
985,0.999473
990,0.999516
995,0.999536
1000,0.999570
1005,0.999584
1010,0.999589
1015,0.999608
1025,0.999618
1030,0.999637
1040,0.999642
1045,0.999657
1050,0.999671
1060,0.999676
1070,0.999681
1075,0.999691
1080,0.999700
1090,0.999710
1095,0.999720
1100,0.999724
1105,0.999734
1110,0.999749
1115,0.999758
1120,0.999763
1125,0.999768
1130,0.999782
1135,0.999797
1140,0.999811
1145,0.999831
1150,0.999840
1165,0.999850
1170,0.999855
1175,0.999860
1180,0.999865
1195,0.999874
1200,0.999879
1225,0.999894
1230,0.999903
1240,0.999908
1255,0.999923
1260,0.999927
1300,0.999932
1305,0.999937
1340,0.999952
1360,0.999956
1365,0.999976
1375,0.999985
1380,0.999990
1400,0.999995
1460, 1.000000
