0.000000,0.213845
0.001075,0.214223
0.002069,0.214600
0.003083,0.215293
0.004065,0.216551
0.005025,0.217181
0.006103,0.218691
0.007107,0.219320
0.008260,0.220705
0.009165,0.222089
0.010092,0.223474
0.011070,0.224921
0.012002,0.225236
0.013040,0.225928
0.014427,0.225991
0.015099,0.226872
0.016148,0.231907
0.017025,0.232284
0.018001,0.235242
0.019083,0.235935
0.020117,0.236438
0.021156,0.238767
0.022098,0.239711
0.023077,0.241284
0.024304,0.241473
0.025175,0.241787
0.026021,0.243738
0.027359,0.243927
0.028014,0.245186
0.029153,0.245689
0.030166,0.246507
0.031196,0.246948
0.032252,0.247577
0.033047,0.248710
0.034028,0.249276
0.035479,0.249528
0.036193,0.250409
0.037039,0.252423
0.038014,0.253556
0.039039,0.253933
0.040106,0.255003
0.041099,0.256891
0.042160,0.257961
0.043011,0.258527
0.044054,0.259534
0.045174,0.260478
0.046238,0.261108
0.047166,0.262052
0.048082,0.263121
0.049149,0.263814
0.050087,0.264254
0.051003,0.265009
0.052038,0.266772
0.053074,0.270170
0.054039,0.271492
0.055118,0.272184
0.056376,0.272624
0.057508,0.273442
0.058003,0.276149
0.059028,0.276589
0.060197,0.277218
0.061138,0.277659
0.062262,0.278666
0.063201,0.278980
0.064050,0.279799
0.065127,0.280176
0.066023,0.280868
0.067037,0.281372
0.068243,0.281938
0.069266,0.282631
0.070010,0.282882
0.071143,0.283386
0.072115,0.283889
0.073033,0.284393
0.074222,0.286029
0.075170,0.286784
0.076149,0.287351
0.077078,0.287665
0.078118,0.288609
0.079051,0.289490
0.080271,0.289994
0.081168,0.290371
0.082286,0.290875
0.083037,0.291315
0.084166,0.291693
0.085017,0.292700
0.086290,0.293203
0.087295,0.293455
0.088117,0.293833
0.089035,0.294714
0.090386,0.295028
0.091096,0.296035
0.092106,0.296539
0.093283,0.296853
0.094217,0.297609
0.095078,0.298741
0.096341,0.299245
0.097099,0.300126
0.098240,0.301196
0.099201,0.302077
0.100174,0.302391
0.101027,0.302895
0.102204,0.303461
0.103099,0.304468
0.104025,0.304972
0.105002,0.305475
0.106322,0.306293
0.107041,0.307111
0.108125,0.307992
0.109004,0.308811
0.110279,0.309566
0.111098,0.310321
0.112067,0.310824
0.113141,0.311705
0.114126,0.312775
0.115033,0.313656
0.116148,0.314475
0.117018,0.315293
0.118042,0.316614
0.119095,0.317558
0.120044,0.318628
0.121054,0.319509
0.122051,0.319950
0.123124,0.320768
